1e-08,0.61756,1e-08,0.75798,1e-08,0.82475,1e-08,0.87236
1.1529e-07,0.6012,1.1502e-07,0.7506,1.0244e-07,0.82136,8.8968e-08,0.86766
2.3059e-07,0.60539,2.3004e-07,0.7519,2.0487e-07,0.82036,1.7794e-07,0.86756
4.6118e-07,0.60629,4.6007e-07,0.7509,4.0974e-07,0.82106,3.5587e-07,0.86786
9.2236e-07,0.60259,9.2015e-07,0.7509,8.1949e-07,0.81976,7.1175e-07,0.86567
1.1529e-06,0.60529,1.1502e-06,0.7499,1.0244e-06,0.81986,8.8968e-07,0.86547
2.3059e-06,0.60369,2.3004e-06,0.749,2.0487e-06,0.81737,1.7794e-06,0.86297
4.6118e-06,0.60399,4.6007e-06,0.7478,4.0974e-06,0.81457,3.5587e-06,0.85798
9.2236e-06,0.6008,9.2015e-06,0.74381,8.1949e-06,0.80449,7.1175e-06,0.84591
1.1529e-05,0.5998,1.1502e-05,0.74351,1.0244e-05,0.7992,8.8968e-06,0.84102
2.3059e-05,0.58094,2.3004e-05,0.72325,2.0487e-05,0.75399,1.7794e-05,0.80808
4.6118e-05,0.55958,4.6007e-05,0.61886,4.0974e-05,0.65549,3.5587e-05,0.75609
9.2236e-05,0.36577,9.2015e-05,0.49731,8.1949e-05,0.61158,7.1175e-05,0.73762
0.00011529,0.36118,0.00011502,0.49321,0.00010244,0.60818,8.8968e-05,0.73373
0.00023059,0.34232,0.00023004,0.40878,0.00020487,0.4979,0.00017794,0.60669
0.00046118,0.24491,0.00046007,0.047106,0.00040974,0.064371,0.00035587,0.1008
0.00092236,0.0001,0.00092015,0.008483,0.00081949,0.018463,0.00071175,0.029641
0.0011529,0.0001,0.0011502,0.0050898,0.0010244,0.016667,0.00088968,0.025948
0.0023059,0.0001,0.0023004,0.0001,0.0020487,0.010579,0.0017794,0.018563
0.0046118,0.0001,0.0046007,0.0001,0.0040974,0.0075848,0.0035587,0.016866
0.011529,0.0001,0.011502,0.0001,0.010244,0.0066866,0.0088968,0.01497
0.11529,0.0001,0.11502,0.0001,0.10244,0.005988,0.088968,0.014271
