0,4344.1,2.172e+05,213.7,85480
1.1529e-07,4337.9,2.169e+05,214.6,85840
2.3059e-07,4345.1,2.1726e+05,213.55,85420
4.6118e-07,4331.4,2.1657e+05,214.95,85980
9.2236e-07,4349.7,2.1748e+05,213.8,85520
1.1529e-06,4341.8,2.1709e+05,214.25,85700
2.3059e-06,4339.4,2.1697e+05,214.3,85720
4.6118e-06,4342.5,2.1712e+05,213.15,85260
9.2236e-06,4352.6,2.1763e+05,213.25,85300
1.1529e-05,4352.6,2.1763e+05,213.85,85540
2.3059e-05,4357.9,2.1789e+05,212.5,85000
4.6118e-05,4351.6,2.1758e+05,214,85600
9.2236e-05,4104,2.052e+05,298,1.192e+05
0.00011529,4087.3,2.0436e+05,300.45,1.2018e+05
0.00023059,4110.1,2.0551e+05,297.35,1.1894e+05
0.00046118,4018,2.009e+05,313.9,1.2556e+05
0.00092236,3286.9,1.6434e+05,464.4,1.8576e+05
0.0011529,3285.7,1.6428e+05,464.8,1.8592e+05
0.0023059,3284.6,1.6423e+05,464.8,1.8592e+05
0.0046118,3281.1,1.6405e+05,465.1,1.8604e+05
0.011529,3295.2,1.6476e+05,463.15,1.8526e+05
0.11529,3295,1.6475e+05,463,1.852e+05
