0,0.95473,0.95473,0.92455
1.1849e-07,0.95687,0.95687,0.93387
2.3699e-07,0.95929,0.95929,0.93826
4.7398e-07,0.95839,0.95839,0.93718
9.4796e-07,0.95767,0.95767,0.93774
1.1849e-06,0.9562,0.9562,0.93254
2.3699e-06,0.95716,0.95716,0.9378
4.7398e-06,0.95571,0.95571,0.93463
9.4796e-06,0.94282,0.94274,0.89146
1.1849e-05,0.93694,0.93674,0.89469
2.3699e-05,0.93047,0.93047,0.89018
4.7398e-05,0.92459,0.90624,0.89514
9.4796e-05,0.92326,0.84149,0.91633
0.00011849,0.93127,0.82794,0.92243
0.00023699,0.93666,0.79772,0.92947
0.00047398,0.94223,0.77,0.93579
0.00094796,0.94784,0.75394,0.941
0.0011849,0.94934,0.75122,0.94172
0.0023699,0.94785,0.74907,0.94264
0.0047398,0.95199,0.74682,0.94649
0.011849,0.94765,0.73924,0.94241
0.11849,0.95205,0.74839,0.94706
