0.0,374.0,67.0,0.0,0.0,34.0,23.0,0.0,0.0,0.0,0.0,401.0,38.0,0.0,73.0,0.0,0.0,394.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,71.0,70.0,50.0,46.0,0.0,0.0,42.0,0.0,16.0,0.0,63.0,0.0,0.0,0.0,0.0,8.0,44.0,38.0,0.0,65.0,42.0,0.0,0.0,62.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,375.0,403.0,37.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,60.0,0.0,72.0,43.0,0.0,24.0,0.0,74.0,57.0,0.0,59.0,30.0,0.0,0.0,0.0,26.0,0.0,43.0
25.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,49.0,6.0,0.0,0.0,22.0,62.0,0.0,0.0,21.0,72.0,0.0,390.0,19.0,0.0,40.0,30.0,63.0,0.0,61.0,4.0,0.0,0.0,10.0,39.0,67.0,0.0,44.0,62.0,22.0,60.0,0.0,61.0,408.0,416.0,0.0,1.0,55.0,58.0,41.0,44.0,65.0,0.0,55.0,0.0,46.0,43.0,63.0,0.0,0.0,36.0,10.0,70.0,56.0,0.0,0.0,41.0,40.0,0.0,397.0,0.0,56.0,0.0,39.0,0.0,372.0,33.0,0.0,56.0,72.0,72.0,60.0,36.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,399.0,58.0,3.0,0.0,16.0,59.0,20.0,0.0,0.0
0.0,0.0,0.0,45.0,39.0,54.0,416.0,11.0,24.0,33.0,33.0,42.0,395.0,53.0,0.0,35.0,22.0,41.0,0.0,37.0,19.0,49.0,0.0,54.0,60.0,400.0,59.0,16.0,61.0,9.0,25.0,26.0,52.0,38.0,61.0,38.0,0.0,14.0,32.0,401.0,374.0,30.0,58.0,42.0,30.0,51.0,59.0,18.0,63.0,27.0,41.0,36.0,11.0,67.0,46.0,52.0,57.0,61.0,69.0,63.0,55.0,45.0,56.0,65.0,0.0,11.0,28.0,63.0,57.0,30.0,48.0,60.0,19.0,12.0,55.0,63.0,65.0,399.0,64.0,363.0,28.0,40.0,0.0,397.0,17.0,57.0,390.0,38.0,50.0,15.0,42.0,59.0,48.0,49.0,51.0,45.0,56.0,36.0,49.0,57.0
0.0,44.0,0.0,0.0,0.0,0.0,0.0,60.0,71.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,26.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,26.0,46.0,0.0,11.0,24.0,62.0,0.0,0.0,0.0,0.0,390.0,0.0,52.0,0.0,0.0,0.0,0.0,34.0,50.0,0.0,14.0,59.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,65.0,0.0,48.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,31.0,54.0,67.0,30.0,0.0,0.0,13.0,72.0,409.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,54.0,47.0,392.0,0.0,0.0,0.0,73.0,35.0,0.0,379.0,35.0,43.0,45.0,48.0,0.0,408.0,0.0,0.0,39.0,0.0,47.0,0.0,55.0,0.0,62.0,18.0,0.0,0.0,52.0,0.0,0.0,40.0,0.0,1.0,57.0,43.0,60.0,0.0,62.0
394.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,42.0,0.0,0.0,0.0,49.0,73.0,63.0,0.0,0.0,0.0,0.0,0.0,54.0,44.0,31.0,0.0,378.0,417.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,383.0,65.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,29.0,0.0,55.0,0.0,46.0,0.0,0.0,0.0,0.0,72.0
0.0,46.0,21.0,67.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,15.0,0.0,31.0,0.0,0.0,36.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,27.0,0.0,55.0,63.0,0.0,35.0,0.0,0.0,0.0,0.0,383.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,67.0,0.0,27.0,0.0,13.0,0.0,41.0,0.0,70.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,40.0,61.0,0.0,0.0,0.0,0.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0
69.0,394.0,43.0,72.0,0.0,4.0,38.0,0.0,20.0,0.0,51.0,18.0,0.0,55.0,0.0,25.0,50.0,53.0,41.0,0.0,57.0,29.0,34.0,0.0,57.0,49.0,16.0,36.0,0.0,20.0,0.0,26.0,67.0,43.0,63.0,43.0,401.0,22.0,53.0,15.0,0.0,45.0,0.0,49.0,35.0,50.0,19.0,43.0,0.0,20.0,45.0,50.0,53.0,0.0,0.0,23.0,51.0,58.0,27.0,0.0,8.0,0.0,20.0,0.0,15.0,38.0,399.0,62.0,57.0,12.0,64.0,50.0,0.0,0.0,46.0,37.0,0.0,36.0,43.0,0.0,43.0,25.0,26.0,38.0,60.0,11.0,0.0,60.0,0.0,0.0,53.0,33.0,37.0,73.0,68.0,69.0,41.0,371.0,3.0,0.0
0.0,42.0,30.0,49.0,56.0,14.0,0.0,66.0,0.0,64.0,62.0,37.0,40.0,44.0,21.0,27.0,0.0,44.0,377.0,26.0,17.0,393.0,0.0,0.0,53.0,47.0,420.0,0.0,391.0,66.0,0.0,0.0,47.0,53.0,44.0,0.0,73.0,68.0,3.0,64.0,27.0,43.0,51.0,56.0,0.0,56.0,0.0,0.0,14.0,0.0,56.0,52.0,6.0,0.0,52.0,29.0,40.0,36.0,39.0,59.0,42.0,29.0,33.0,27.0,0.0,0.0,29.0,397.0,53.0,58.0,65.0,42.0,29.0,50.0,0.0,36.0,382.0,21.0,0.0,40.0,55.0,0.0,39.0,9.0,422.0,0.0,56.0,0.0,416.0,53.0,42.0,69.0,391.0,49.0,20.0,0.0,33.0,56.0,57.0,0.0
60.0,36.0,57.0,36.0,40.0,27.0,50.0,63.0,371.0,0.0,66.0,57.0,73.0,53.0,30.0,33.0,35.0,0.0,36.0,48.0,29.0,25.0,43.0,55.0,35.0,72.0,24.0,43.0,50.0,36.0,69.0,17.0,0.0,21.0,68.0,74.0,20.0,41.0,18.0,34.0,44.0,57.0,42.0,41.0,40.0,74.0,30.0,7.0,15.0,419.0,360.0,74.0,53.0,23.0,71.0,50.0,55.0,25.0,46.0,46.0,73.0,390.0,385.0,47.0,63.0,383.0,66.0,15.0,37.0,59.0,41.0,71.0,407.0,55.0,68.0,376.0,25.0,72.0,39.0,45.0,7.0,64.0,60.0,68.0,59.0,19.0,52.0,30.0,65.0,0.0,39.0,30.0,19.0,0.0,59.0,45.0,5.0,53.0,34.0,23.0
