0.0,0.0,0.0,0.0,77.0,49.0,27.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,86.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,48.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,45.0,22.0,0.0,38.0,30.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,37.0,77.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,62.0,0.0,0.0,14.0,0.0,37.0,0.0,0.0,0.0,31.0,41.0,80.0,0.0,0.0,40.0,0.0,48.0,0.0,66.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,67.0,25.0,0.0,38.0,81.0,0.0,0.0,0.0,41.0,0.0,0.0,25.0,0.0,48.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,426.0,0.0,0.0,0.0,16.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,29.0,0.0,97.0,0.0,0.0,0.0,0.0,39.0,0.0,22.0,0.0,87.0,0.0,60.0,63.0,0.0,52.0,0.0,55.0,28.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,14.0,0.0,37.0,35.0,0.0,61.0,66.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,79.0,0.0,43.0,42.0,0.0,44.0,0.0,403.0,0.0,0.0,63.0,31.0,0.0,0.0,0.0,386.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,67.0,0.0,56.0,0.0,0.0,85.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,36.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,383.0,58.0,0.0,0.0,0.0,56.0,43.0,0.0,0.0,0.0,0.0,46.0,84.0,15.0,0.0,48.0,0.0,52.0,388.0,0.0,0.0,65.0,75.0,62.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,55.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,72.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,65.0,43.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,55.0,7.0,0.0,0.0,0.0,26.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,22.0,80.0,0.0,67.0,0.0,0.0,0.0,0.0,386.0,0.0,93.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,94.0,21.0,32.0,36.0,88.0,41.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,48.0,0.0,37.0,17.0,0.0,0.0,0.0,63.0,0.0,0.0,401.0,0.0,0.0,414.0,45.0,0.0,31.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,41.0,0.0
41.0,0.0,82.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,394.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,50.0,6.0,0.0,36.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,65.0,0.0,0.0,63.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,36.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,66.0,25.0,0.0,83.0,0.0,0.0,45.0,0.0,37.0,57.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,19.0,67.0,38.0,0.0
0.0,0.0,0.0,36.0,0.0,353.0,0.0,47.0,36.0,29.0,0.0,0.0,64.0,77.0,65.0,0.0,0.0,0.0,0.0,86.0,0.0,54.0,0.0,64.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,410.0,0.0,19.0,32.0,0.0,0.0,0.0,58.0,49.0,0.0,0.0,67.0,81.0,0.0,0.0,70.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,64.0,0.0,15.0,97.0,63.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,44.0,0.0,78.0,0.0,0.0,0.0,65.0,0.0,50.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,45.0,50.0,0.0,0.0
0.0,411.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,5.0,0.0,0.0,10.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,47.0,0.0,0.0,0.0,0.0,58.0,0.0,379.0,0.0,53.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,52.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,44.0,0.0,0.0
