1e-08,47895,1e-08,17165,1e-08,5411.6,1e-08,1005.1
1.1502e-07,49442,8.9271e-08,17845,7.3053e-08,5791,6.175e-08,1051.8
2.3004e-07,49179,1.7854e-07,17721,1.4611e-07,5697.8,1.235e-07,958.9
4.6007e-07,49368,3.5708e-07,17924,2.9221e-07,5773.6,2.47e-07,1121.9
9.2015e-07,49373,7.1417e-07,17818,5.8443e-07,5817.8,4.94e-07,1077.2
1.1502e-06,49592,8.9271e-07,17919,7.3053e-07,5841.1,6.175e-07,1104.3
2.3004e-06,49761,1.7854e-06,17995,1.4611e-06,5817,1.235e-06,1051.6
4.6007e-06,49976,3.5708e-06,18507,2.9221e-06,6177.6,2.47e-06,1099.3
9.2015e-06,50787,7.1417e-06,19827,5.8443e-06,6685.5,4.94e-06,1705.8
1.1502e-05,50824,8.9271e-06,21132,7.3053e-06,7448.9,6.175e-06,2368.3
2.3004e-05,54911,1.7854e-05,26236,1.4611e-05,13191,1.235e-05,3332.8
4.6007e-05,75882,3.5708e-05,47812,2.9221e-05,19806,2.47e-05,4169.9
9.2015e-05,1.0074e+05,7.1417e-05,54136,5.8443e-05,21135,4.94e-05,4692.9
0.00011502,1.0158e+05,8.9271e-05,55051,7.3053e-05,21545,6.175e-05,5080.1
0.00023004,1.1853e+05,0.00017854,81220,0.00014611,53346,0.0001235,34597
0.00046007,1.9109e+05,0.00035708,1.9681e+05,0.00029221,2.0326e+05,0.000247,2.032e+05
0.00092015,1.9878e+05,0.00071417,2.1134e+05,0.00058443,2.2542e+05,0.000494,2.3246e+05
0.0011502,1.9945e+05,0.00089271,2.1287e+05,0.00073053,2.2694e+05,0.0006175,2.3364e+05
0.0023004,2.0082e+05,0.0017854,2.1379e+05,0.0014611,2.281e+05,0.001235,2.354e+05
0.0046007,2.012e+05,0.0035708,2.1428e+05,0.0029221,2.284e+05,0.00247,2.3575e+05
0.011502,2.0162e+05,0.0089271,2.1455e+05,0.0073053,2.2878e+05,0.006175,2.3581e+05
0.11502,2.0174e+05,0.089271,2.1483e+05,0.073053,2.2877e+05,0.06175,2.3602e+05
