1e-08,0.77556,1e-08,0.82242,1e-08,0.81233,1e-08,0.79462
1.1577e-07,0.77556,8.9727e-08,0.82242,7.3349e-08,0.81171,6.1968e-08,0.77937
2.3155e-07,0.77556,1.7945e-07,0.81995,1.467e-07,0.81099,1.2394e-07,0.77911
4.6309e-07,0.77556,3.5891e-07,0.81501,2.934e-07,0.80955,2.4787e-07,0.77859
9.2618e-07,0.77556,7.1781e-07,0.80514,5.868e-07,0.80667,4.9574e-07,0.77755
1.1577e-06,0.77556,8.9727e-07,0.8002,7.3349e-07,0.80523,6.1968e-07,0.77703
2.3155e-06,0.77556,1.7945e-06,0.77551,1.467e-06,0.79803,1.2394e-06,0.77442
4.6309e-06,0.71383,3.5891e-06,0.72612,2.934e-06,0.78363,2.4787e-06,0.76921
9.2618e-06,0.59036,7.1781e-06,0.62735,5.868e-06,0.65628,4.9574e-06,0.7588
1.1577e-05,0.56368,8.9727e-06,0.61667,7.3349e-06,0.64701,6.1968e-06,0.75359
2.3155e-05,0.53998,1.7945e-05,0.56323,1.467e-05,0.60067,1.2394e-05,0.72534
4.6309e-05,0.49259,3.5891e-05,0.51382,2.934e-05,0.51973,2.4787e-05,0.39619
9.2618e-05,0.39781,7.1781e-05,0.41502,5.868e-05,0.22825,4.9574e-05,0.19283
0.00011577,0.35042,8.9727e-05,0.36561,7.3349e-05,0.16368,6.1968e-05,0.15022
0.00023155,0.11345,0.00017945,0.11861,0.0001467,0.12018,0.00012394,0.11413
0.00046309,0.11323,0.00035891,0.11345,0.0002934,0.11435,0.00024787,0.11323
0.00092618,0.11323,0.00071781,0.11323,0.0005868,0.11323,0.00049574,0.11323
0.0011577,0.11323,0.00089727,0.11323,0.00073349,0.11323,0.00061968,0.11323
0.0023155,0.11323,0.0017945,0.11323,0.001467,0.11323,0.0012394,0.11323
0.0046309,0.11323,0.0035891,0.11323,0.002934,0.11323,0.0024787,0.11323
0.011577,0.11323,0.0089727,0.11323,0.0073349,0.11323,0.0061968,0.11323
0.11577,0.11323,0.089727,0.11323,0.073349,0.11323,0.061968,0.11323
