4367.1,252.97,3819.8,289.31,3314.1,319.32,2869,337.76
4355.6,253.64,3815.4,289.88,3313.2,320.16,2867.9,338.76
4360.1,253.78,3815.3,289.85,3313.4,320.11,2868.1,338.72
4359.2,253.85,3814.2,289.94,3311.7,320.08,2868.4,338.84
4359.2,253.91,3815.4,289.99,3312.2,320.14,2868.4,338.83
4356.9,254.02,3816.4,290.19,3308.7,319.93,2867.7,338.85
4358.6,254.33,3814,290.17,3311.9,320.28,2870.3,339.2
4357.4,254.68,3813.3,290.66,3309.5,320.64,2872,339.66
4353.5,255.48,3809.1,291.63,3304.8,320.9,2873,340.62
4357.7,255.84,3803.2,292.2,3302,321.38,2872.7,341.2
4351.2,258.96,3782.2,295.09,3277.7,324.13,2874.9,343.09
4295.3,272.79,3700,307.02,3252.1,328.72,2879.4,346.01
4192.6,289.53,3659.1,311.76,3247.2,332.5,2859.1,348.94
4184.4,290.6,3648.1,313.06,3233.9,333.86,2843.8,350.38
4014.4,301.21,3451.2,327.76,3026.6,348.05,2652.7,361.17
3227.1,333.46,2596.3,367.09,2176.3,386.33,1878.9,394.14
3063.2,336.68,2436.5,370.59,2006.8,390.01,1705.3,396.87
3041.2,337.12,2417.9,370.94,1991.1,390.34,1693.3,397.02
2988.6,337.66,2395.7,371.15,1968.5,390.16,1674,397.05
2963.2,337.78,2383.8,371.05,1960,390.17,1667.9,397.17
2948,337.91,2377.4,371.11,1953.3,390.21,1663.6,396.94
2939,337.98,2373.7,371.09,1950.2,390.01,1662,397.06
